0	100
1	100
2	100
3	100
4	97
5	99
6	99
7	92
8	100
9	100
10	100
11	100
12	99
13	98
14	99
15	95
16	100
17	100
18	99
19	98
20	100
21	100
22	71
23	98
24	95
25	97
26	100
27	99
28	99
29	98
30	100
31	99
32	100
33	100
34	100
35	74
36	100
37	100
38	98
39	100
40	99
41	98
42	89
43	99
44	96
45	99
46	82
47	100
48	91
49	97
50	100
51	99
52	99
53	100
54	94
55	98
56	92
57	98
58	100
59	96
60	89
61	100
62	98
63	86
64	100
65	100
66	100
67	98
68	41
69	98
70	94
71	97
72	100
73	96
74	100
75	100
76	100
77	81
78	100
79	98
80	100
81	100
82	100
83	98
84	100
85	99
86	72
87	100
88	100
89	98
90	97
91	100
92	100
93	100
94	16
95	100
96	100
97	97
98	100
99	97
100	98
101	99
102	100
103	98
104	100
105	100
106	100
107	96
108	99
109	99
110	100
111	100
112	97
113	100
114	100
115	61
116	95
117	100
118	100
119	96
120	100
121	100
122	100
123	100
124	100
125	100
126	100
127	100
128	100
129	99
130	99
131	100
132	99
133	99
134	100
135	100
136	98
137	98
138	99
139	83
140	100
141	83
142	97
143	100
144	95
145	99
146	95
147	96
148	98
149	96
150	100
151	96
153	24
154	93
155	86
156	70
157	81
158	100
159	98
160	96
161	99
162	98
163	22
164	94
165	100
166	100
167	100
168	100
169	99
170	89
171	100
172	57
173	10
174	100
175	61
176	99
177	100
178	59
179	99
180	99
181	100
182	100
183	97
184	100
185	99
186	100
187	100
188	89
189	99
190	100
191	100
192	98
193	99
194	98
195	100
196	94
197	100
198	99
199	100
200	79
201	100
202	100
203	99
204	100
205	100
206	96
207	100
208	100
209	100
210	99
211	98
212	53
213	98
214	100
215	99
216	85
217	86
218	100
219	99
220	99
221	98
222	100
223	100
224	100
225	81
226	100
227	91
228	94
229	98
230	99
231	97
232	98
233	99
234	97
235	100
236	97
237	99
238	100
239	100
240	86
241	96
242	100
243	95
244	97
245	95
246	100
247	93
248	97
249	99
250	93
251	99
252	98
253	99
254	99
255	96
256	64
257	78
258	90
259	45
261	62
262	98
263	84
265	98
266	93
267	46
269	99
270	100
271	94
273	100
274	100
275	96
276	89
277	37
278	98
279	100
280	99
281	100
282	100
283	100
284	99
285	99
286	99
287	94
288	100
289	100
290	95
291	93
292	100
293	100
294	88
295	97
297	97
298	98
299	96
300	100
301	56
302	99
303	81
304	99
305	74
306	8
307	100
308	97
309	84
310	99
311	93
312	96
313	100
314	13
315	13
316	23
317	48
318	76
319	95
320	96
321	96
322	26
323	68
324	66
325	97
326	99
327	67
328	99
329	97
330	99
331	90
332	83
335	64
336	100
337	99
338	100
339	100
340	100
341	100
343	100
344	88
345	100
346	97
348	96
349	100
350	100
351	100
352	100
353	96
354	97
355	100
356	94
357	100
358	98
359	100
361	100
362	100
363	100
364	100
366	100
367	100
368	100
369	99
370	96
371	100
372	97
373	100
374	77
375	94
376	96
377	97
378	91
379	98
380	98
381	96
382	90
383	98
384	100
385	100
386	94
387	96
388	90
389	95
390	99
391	96
392	98
393	98
394	98
396	80
397	44
398	94
399	99
400	95
401	99
402	95
403	96
404	69
405	99
406	85
407	99
408	99
409	84
410	91
411	100
413	100
414	35
415	98
416	63
417	100
418	100
419	98
420	100
421	97
422	94
423	100
424	96
425	94
426	100
427	71
428	77
429	95
430	21
432	82
433	96
434	100
436	99
437	99
438	99
439	100
440	97
441	98
442	100
443	99
444	95
445	98
446	100
447	99
448	97
449	100
450	98
451	95
452	100
453	98
454	100
455	99
456	100
457	100
458	96
459	99
460	93
461	100
462	98
463	95
464	99
465	98
466	92
467	99
468	99
469	98
470	100
471	93
472	100
473	98
474	98
475	79
476	76
477	29
478	100
479	87
480	94
481	81
482	97
483	100
484	100
485	99
486	98
487	99
488	100
489	85
490	99
491	100
492	100
493	100
494	93
495	98
496	100
497	99
498	100
499	99
500	98
501	100
502	100
503	41
504	99
505	98
506	100
507	92
508	96
509	42
510	95
512	98
513	98
514	92
515	99
516	92
517	76
518	99
519	69
520	99
521	93
522	100
523	97
524	100
525	100
526	100
527	100
528	98
529	100
531	96
532	100
533	100
534	99
535	100
536	100
537	100
538	100
539	93
540	97
541	100
542	100
543	100
544	100
545	90
546	96
547	98
548	94
549	99
550	100
551	100
552	98
553	98
554	100
555	93
556	99
557	100
558	96
559	100
560	100
561	92
562	98
563	73
564	99
565	100
566	100
567	95
568	99
569	97
570	97
571	95
572	97
573	100
574	99
575	100
576	100
577	99
578	100
579	100
580	76
581	97
582	98
583	99
584	95
585	94
586	90
587	100
588	99
589	96
590	100
591	100
592	94
593	88
594	98
595	100
596	100
597	99
598	99
599	48
600	100
601	98
602	96
603	100
604	93
605	100
606	100
607	99
608	100
609	97
610	88
611	97
612	94
613	100
614	100
615	99
616	100
617	98
618	99
619	98
620	96
621	100
622	100
623	100
624	100
625	100
626	100
627	100
628	98
629	100
630	93
631	83
632	97
633	84
634	98
635	10
636	100
637	100
638	100
639	95
640	98
641	25
642	96
643	92
644	100
645	98
646	94
647	95
648	97
649	82
651	85
652	95
653	100
654	13
655	76
656	100
657	100
658	84
659	99
660	100
661	100
662	97
663	99
664	98
665	53
666	98
667	99
668	100
669	99
670	100
671	94
672	99
673	100
674	93
675	91
676	100
677	100
678	77
679	98
680	100
681	100
682	99
683	100
684	83
685	98
686	100
687	67
688	98
689	100
690	100
691	99
692	97
693	99
694	97
695	99
696	100
697	97
698	96
699	41
701	81
702	88
703	98
704	100
705	100
706	100
708	98
709	99
710	97
711	100
712	95
713	100
714	98
715	98
716	100
717	100
718	99
719	99
721	92
722	83
723	62
724	97
725	100
726	100
727	100
728	100
729	99
730	95
731	76
732	95
733	98
734	90
735	96
736	100
737	98
738	98
739	97
740	97
741	97
742	97
743	85
744	100
745	100
746	98
747	94
748	98
749	96
750	91
751	94
752	92
753	98
754	100
755	93
756	94
757	75
758	100
759	99
760	100
761	100
762	100
763	94
764	88
765	81
766	98
767	99
768	100
769	100
770	100
771	98
772	97
773	88
774	99
775	48
776	97
778	97
779	86
781	99
783	100
784	95
786	96
787	72
788	100
789	96
790	95
791	99
792	96
793	38
795	100
797	100
798	100
799	85
800	97
801	97
802	84
803	93
804	98
805	81
806	98
807	99
808	79
809	99
810	82
811	100
812	95
813	96
814	91
815	100
816	98
817	96
818	95
819	98
820	98
821	99
822	100
823	91
824	100
825	100
826	96
827	99
828	43
829	91
830	88
831	98
832	93
833	91
834	85
835	97
836	100
837	68
838	100
839	97
840	58
841	95
842	92
843	22
844	77
845	96
846	85
848	91
849	56
850	98
851	99
852	97
853	77
854	100
855	100
856	95
857	98
858	100
859	89
860	82
861	100
862	52
863	90
